Attrition,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,EmployeeNumber,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0,43,0,1473,1,8,526,4,5,3,1,74,3,2,4,3,2,4522,2227,4,1,14,3,4,80,0,8,3,3,5,2,0,2
0,25,0,891,0,4,527,2,0,2,1,99,2,2,0,4,0,4487,12090,1,1,11,3,2,80,0,5,3,3,5,4,1,3
0,37,2,1063,1,25,529,5,1,2,1,72,3,2,1,3,1,4449,23866,3,1,15,3,1,80,2,15,2,3,13,11,10,7
0,31,0,329,1,1,530,2,0,4,0,98,2,1,2,1,1,2218,16193,1,0,12,3,3,80,1,4,3,3,4,2,3,2
0,39,1,1218,1,1,531,1,0,2,0,52,3,5,5,3,2,19197,8213,1,1,14,3,3,80,1,21,3,3,21,8,1,6
0,56,1,906,0,6,532,3,0,3,1,86,4,4,0,1,1,13212,18256,9,0,11,3,4,80,3,36,0,2,7,7,7,7
0,30,0,1082,0,12,533,3,3,2,1,83,3,2,0,3,0,6577,19558,0,0,11,3,2,80,0,6,6,3,5,4,4,4
0,41,0,645,0,1,534,3,2,2,0,49,4,3,0,1,1,8392,19566,1,0,16,3,3,80,1,10,2,3,10,7,0,7
0,28,0,1300,1,17,536,2,1,3,0,79,3,2,2,1,2,4558,13535,1,0,12,3,4,80,1,10,2,3,10,0,1,8
1,25,0,688,1,3,538,3,1,1,0,91,3,1,2,1,1,4031,9396,5,0,13,3,3,80,1,6,5,3,2,2,0,2
0,52,0,319,1,3,543,3,1,4,0,39,2,3,3,3,1,7969,19609,2,1,14,3,3,80,0,28,4,3,5,4,0,4
0,45,0,192,1,10,544,2,0,1,0,69,3,1,1,4,1,2654,9655,3,0,21,4,4,80,2,8,3,2,2,2,0,2
0,52,0,1490,1,4,546,2,0,4,1,30,3,4,5,4,1,16555,10310,2,0,13,3,4,80,0,31,2,1,5,2,1,4
0,42,1,532,1,29,547,2,0,1,1,92,3,2,1,3,2,4556,12932,2,0,11,3,2,80,1,19,3,3,5,4,0,2
0,30,0,317,1,2,548,3,0,3,1,43,1,2,3,4,0,6091,24793,2,0,20,4,3,80,0,11,2,3,5,4,0,2
0,60,0,422,1,7,549,3,0,1,1,41,3,5,5,1,1,19566,3854,5,0,11,3,4,80,0,33,5,1,29,8,11,10
0,46,0,1485,1,18,550,3,1,3,1,87,3,2,3,3,2,4810,26314,2,0,14,3,3,80,1,19,5,2,10,7,0,8
0,42,1,1368,1,28,551,4,3,4,1,88,2,2,4,4,1,4523,4386,0,0,11,3,4,80,3,7,4,4,6,5,0,4
1,24,0,1448,0,1,554,1,3,1,1,62,3,1,6,2,0,3202,21972,1,1,16,3,2,80,0,6,4,3,5,3,1,4
1,34,1,296,0,6,555,2,2,4,1,33,1,1,6,3,2,2351,12253,0,0,16,3,4,80,1,3,3,2,2,2,1,0
0,38,1,1490,1,2,556,2,0,4,0,42,3,1,2,4,1,1702,12106,1,1,23,4,3,80,1,1,3,3,1,0,0,0
0,40,0,1398,0,2,558,4,0,3,1,79,3,5,5,3,1,18041,13022,0,0,14,3,4,80,0,21,2,3,20,15,1,12
0,26,0,1349,1,23,560,3,0,1,1,90,3,1,1,4,2,2886,3032,1,0,22,4,2,80,2,3,3,1,3,2,0,2
0,30,2,1400,1,3,562,3,0,3,0,53,3,1,2,4,1,2097,16734,4,0,15,3,3,80,1,9,3,1,5,3,1,4
0,29,0,986,1,3,564,4,1,2,0,93,2,3,7,3,1,11935,21526,1,0,18,3,3,80,0,10,2,3,10,2,0,7
1,29,0,408,1,25,565,5,3,3,1,71,2,1,1,2,1,2546,18300,5,0,16,3,2,80,0,6,2,4,2,2,1,1
1,19,0,489,3,2,566,2,3,1,0,52,2,1,8,4,0,2564,18437,1,0,12,3,3,80,0,1,3,4,1,0,0,0
0,30,2,1398,0,22,567,4,5,3,1,69,3,3,0,1,1,8412,2890,0,0,11,3,3,80,0,10,3,3,9,8,7,8
0,57,0,210,0,29,568,3,2,1,0,56,2,4,5,4,2,14118,22102,3,0,12,3,3,80,1,32,3,2,1,0,0,0
0,50,0,1099,1,29,569,4,0,2,0,88,2,4,5,3,1,17046,9314,0,0,15,3,2,80,1,28,2,3,27,10,15,7
0,30,2,1116,1,2,571,3,1,3,1,49,3,1,2,4,0,2564,7181,0,0,14,3,3,80,0,12,2,2,11,7,6,7
0,60,1,1499,0,28,573,3,2,3,1,80,2,3,0,1,1,10266,2845,4,0,19,3,4,80,0,22,5,4,18,13,13,11
0,47,0,983,1,2,574,2,1,1,1,65,3,2,3,4,2,5070,7389,5,0,13,3,3,80,3,20,2,3,5,0,0,4
0,46,0,1009,1,2,575,3,0,1,0,51,3,4,7,3,1,17861,2288,6,0,13,3,3,80,0,26,2,1,3,2,0,1
0,35,0,144,1,22,577,3,0,4,0,46,1,1,2,3,0,4230,19225,0,0,15,3,3,80,0,6,2,3,5,4,4,3
0,54,0,548,1,8,578,4,0,3,1,42,3,2,2,3,0,3780,23428,7,0,11,3,3,80,0,19,3,3,1,0,0,0
0,34,0,1303,1,2,579,4,0,4,0,62,2,1,1,3,2,2768,8416,3,0,12,3,3,80,1,14,3,3,7,3,5,7
0,46,0,1125,0,10,580,3,2,3,1,94,2,3,0,4,1,9071,11563,2,1,19,3,3,80,1,15,3,3,3,2,1,2
0,31,0,1274,1,9,581,1,0,3,0,33,3,3,3,2,2,10648,14394,1,0,25,4,4,80,1,13,6,4,13,8,0,8
1,33,0,1277,1,15,582,1,1,2,0,56,3,3,5,3,1,13610,24619,7,1,12,3,4,80,0,15,2,4,7,6,7,7
1,33,0,587,1,10,584,1,1,1,0,38,1,1,2,4,2,3408,6705,7,0,13,3,1,80,3,8,2,3,4,3,1,3
0,30,0,413,0,7,585,1,2,4,0,57,3,1,6,2,0,2983,18398,0,0,14,3,1,80,0,4,3,3,3,2,1,2
0,35,0,1276,1,16,586,3,0,4,0,72,3,3,4,3,1,7632,14295,4,1,12,3,3,80,0,10,2,3,8,7,0,0
1,31,1,534,1,20,587,3,0,1,0,66,3,3,4,3,1,9824,22908,3,0,12,3,1,80,0,12,2,3,1,0,0,0
1,34,1,988,3,23,590,3,4,2,1,43,3,3,8,1,2,9950,11533,9,1,15,3,3,80,3,11,2,3,3,2,0,2
0,42,1,1474,1,5,591,2,5,2,0,97,3,1,2,3,1,2093,9260,4,0,17,3,4,80,1,8,4,3,2,2,2,0
0,36,2,635,0,10,592,4,1,2,0,32,3,3,0,4,0,9980,15318,1,0,14,3,4,80,0,10,3,2,10,3,9,7
1,22,1,1368,1,4,593,1,3,3,0,99,2,1,2,3,0,3894,9129,5,0,16,3,3,80,0,4,3,3,2,2,1,2
0,48,0,163,0,2,595,5,2,2,1,37,3,2,0,4,1,4051,19658,2,0,14,3,1,80,1,14,2,3,9,7,6,7
0,55,0,1117,0,18,597,5,0,1,1,83,3,4,5,2,0,16835,9873,3,0,23,4,4,80,0,37,2,3,10,9,7,7
0,41,2,267,0,10,599,2,0,4,0,56,3,2,0,4,0,6230,13430,7,0,14,3,4,80,0,16,3,3,14,3,1,10
0,35,0,619,0,1,600,3,2,2,0,85,3,2,0,3,1,4717,18659,9,0,11,3,3,80,0,15,2,3,11,9,6,9
0,40,0,302,1,6,601,3,0,2,1,75,3,4,3,3,0,13237,20364,7,0,15,3,3,80,0,22,3,3,20,6,5,13
0,39,1,443,1,8,602,1,0,3,1,48,3,1,2,3,1,3755,17872,1,0,11,3,1,80,1,8,3,3,8,3,0,7
0,31,0,828,0,2,604,1,0,2,0,77,3,2,0,4,0,6582,8346,4,1,13,3,3,80,0,10,2,4,6,5,0,5
0,42,0,319,1,24,605,3,1,4,0,56,3,3,3,1,1,7406,6950,1,1,21,4,4,80,1,10,5,2,10,9,5,8
0,45,0,561,0,2,606,3,5,4,0,61,3,2,0,2,1,4805,16177,0,0,19,3,2,80,1,9,3,4,8,7,3,7
1,26,1,426,3,17,608,4,0,2,1,58,3,1,8,3,2,2741,22808,0,1,11,3,2,80,1,8,2,2,7,7,1,0
0,29,0,232,1,19,611,3,3,4,0,34,3,2,3,4,2,4262,22645,4,0,12,3,2,80,2,8,2,4,3,2,1,2
0,33,0,922,1,1,612,5,1,1,1,95,4,4,7,3,2,16184,22578,4,0,19,3,3,80,1,10,2,3,6,1,0,5
0,31,0,688,0,7,613,3,0,3,0,44,2,3,5,4,2,11557,25291,9,0,21,4,3,80,1,10,3,2,5,4,0,1
1,18,1,1306,0,5,614,3,2,2,0,69,3,1,6,2,0,1878,8059,1,1,14,3,4,80,0,0,3,3,0,0,0,0
0,40,2,1094,0,28,615,3,5,3,0,58,1,3,0,1,2,10932,11373,3,0,15,3,3,80,1,20,2,3,1,0,0,1
0,41,2,509,1,2,616,4,5,1,1,62,2,2,4,3,0,6811,2112,2,1,17,3,1,80,0,10,3,3,8,7,0,7
0,26,0,775,0,29,618,2,1,1,0,45,3,2,0,3,2,4306,4267,5,0,12,3,1,80,2,8,5,3,0,0,0,0
0,35,0,195,0,1,620,3,1,1,1,80,3,2,0,3,0,4859,6698,1,0,16,3,4,80,0,5,3,3,5,4,0,3
0,34,0,258,0,21,621,4,0,4,0,74,4,2,0,4,0,5337,19921,1,0,12,3,4,80,0,10,3,3,10,7,5,7
1,26,0,471,1,24,622,3,3,3,0,66,1,1,2,4,0,2340,23213,1,1,18,3,2,80,0,1,3,1,1,0,0,0
0,37,0,799,1,1,623,3,3,2,1,59,3,3,3,4,0,7491,23848,4,0,17,3,4,80,0,12,3,4,6,5,1,2
0,46,1,1034,1,18,624,1,1,1,1,86,3,3,4,3,1,10527,8984,5,0,11,3,4,80,0,28,3,2,2,2,1,2
0,41,0,1276,0,2,625,5,0,2,1,91,3,4,5,1,1,16595,5626,7,0,16,3,2,80,1,22,2,3,18,16,11,8
0,37,2,142,0,9,626,4,1,1,0,69,3,3,0,2,2,8834,24666,1,0,13,3,4,80,1,9,6,3,9,5,7,7
0,52,0,956,1,6,630,2,3,4,0,78,3,2,1,1,2,5577,22087,3,1,12,3,2,80,2,18,3,3,10,9,6,9
1,32,2,1474,0,11,631,4,5,4,0,60,4,2,0,3,1,4707,23914,8,0,12,3,4,80,0,6,2,3,4,2,1,2
0,24,1,535,0,24,632,3,1,4,0,38,3,1,6,4,1,2400,5530,0,0,13,3,3,80,2,3,3,3,2,2,2,1
0,38,0,1495,1,10,634,3,1,3,1,76,3,2,4,3,1,9824,22174,3,0,19,3,3,80,1,18,4,3,1,0,0,0
0,37,0,446,1,1,635,4,0,2,1,65,3,2,3,2,1,6447,15701,6,0,12,3,2,80,1,8,2,2,6,5,4,3
0,49,0,1245,1,18,638,4,0,4,0,58,2,5,7,3,2,19502,2125,1,1,17,3,3,80,1,31,5,3,31,9,0,9
0,24,0,691,1,23,639,3,1,2,0,89,4,1,1,4,1,2725,21630,1,1,11,3,2,80,2,6,3,3,6,5,1,4
0,26,0,703,0,28,641,2,2,1,0,66,3,2,0,2,1,6272,7428,1,0,20,4,4,80,2,6,5,4,5,3,1,4
0,24,0,823,1,17,643,2,5,4,0,94,2,1,2,2,1,2127,9100,1,0,21,4,4,80,1,1,2,3,1,0,0,0
0,50,1,1246,3,3,644,3,1,1,0,99,3,5,5,2,1,18200,7999,1,0,11,3,3,80,1,32,2,3,32,5,10,7
0,25,0,622,0,13,645,1,1,2,0,40,3,1,6,3,1,2096,26376,1,0,11,3,3,80,0,7,1,3,7,4,0,6
1,24,1,1287,1,7,647,3,0,1,1,55,3,1,2,3,1,2886,14168,1,1,16,3,4,80,1,6,4,3,6,3,1,2
1,30,1,448,0,12,648,4,0,2,0,74,2,1,6,1,1,2033,14470,1,0,18,3,3,80,1,1,2,4,1,0,0,0
0,34,0,254,1,1,649,2,0,2,0,83,2,1,1,4,1,3622,22794,1,1,13,3,4,80,1,6,3,3,6,5,1,3
1,31,0,1365,0,13,650,4,1,2,0,46,3,2,0,1,2,4233,11512,2,0,17,3,3,80,0,9,2,1,3,1,1,2
0,35,0,538,1,25,652,2,5,1,0,54,2,2,2,4,0,3681,14004,4,0,14,3,4,80,0,9,3,3,3,2,0,2
0,31,0,525,0,6,653,4,1,1,0,66,4,2,0,4,2,5460,6219,4,0,22,4,4,80,2,13,4,4,7,7,5,7
0,27,0,798,1,6,655,4,1,1,1,66,2,1,1,3,2,2187,5013,0,0,12,3,3,80,2,6,5,2,5,3,0,3
0,37,0,558,0,2,656,3,2,4,0,75,3,2,0,3,1,9602,3010,4,1,11,3,3,80,1,17,3,2,3,0,1,0
0,20,0,959,1,1,657,3,0,4,1,83,2,1,1,2,0,2836,11757,1,0,13,3,4,80,0,1,0,4,1,0,0,0
0,42,0,622,1,2,659,4,0,3,1,81,3,2,4,4,1,4089,5718,1,0,13,3,2,80,2,10,4,3,10,2,2,2
0,43,0,782,1,6,661,4,5,2,0,50,2,4,7,4,2,16627,2671,4,1,14,3,3,80,1,21,3,2,1,0,0,0
0,38,0,362,1,1,662,1,0,3,1,43,3,1,1,1,0,2619,14561,3,0,17,3,4,80,0,8,3,2,0,0,0,0
0,43,1,1001,1,9,663,5,1,4,0,72,3,2,2,3,2,5679,19627,3,1,13,3,2,80,1,10,3,3,8,7,4,7
0,48,0,1236,1,1,664,4,0,4,1,40,2,4,5,1,1,15402,17997,7,0,11,3,1,80,1,21,3,1,3,2,0,2
0,44,0,1112,3,1,665,4,0,1,1,50,2,2,8,3,0,5985,26894,4,0,11,3,2,80,0,10,1,4,2,2,0,2
0,34,0,204,0,14,666,3,3,3,1,31,3,1,6,3,2,2579,2912,1,1,18,3,4,80,2,8,3,3,8,2,0,6
1,27,0,1420,0,2,667,1,2,3,0,85,3,1,6,1,2,3041,16346,0,0,11,3,2,80,1,5,3,3,4,3,0,2
0,21,0,1343,0,22,669,1,3,3,0,49,3,1,6,3,0,3447,24444,1,0,11,3,3,80,0,3,2,3,3,2,1,2
0,44,0,1315,1,3,671,4,5,4,0,35,3,5,5,4,1,19513,9358,4,1,12,3,1,80,1,26,2,4,2,2,0,1
0,22,0,604,1,6,675,1,1,1,0,69,3,1,1,3,1,2773,12145,0,0,20,4,4,80,0,3,3,3,2,2,2,2
0,33,0,1216,0,8,677,4,2,3,0,39,3,2,0,3,2,7104,20431,0,0,12,3,4,80,0,6,3,3,5,0,1,2
0,32,0,646,1,9,679,4,0,1,1,92,3,2,1,4,1,6322,18089,1,1,12,3,4,80,1,6,2,2,6,4,0,5
0,30,1,160,1,3,680,3,1,3,1,71,3,1,1,3,2,2083,22653,1,0,20,4,3,80,1,1,2,3,1,0,0,0
0,53,0,238,0,1,682,1,1,4,1,34,3,2,0,1,0,8381,7507,7,0,20,4,4,80,0,18,2,4,14,7,8,10
0,34,0,1397,1,1,683,5,0,2,0,42,3,1,1,4,1,2691,7660,1,0,12,3,4,80,1,10,4,2,10,9,8,8
1,45,1,306,0,26,684,4,0,1,1,100,3,2,0,1,1,4286,5630,2,0,14,3,4,80,2,5,4,3,1,1,0,0
0,26,0,991,1,6,686,3,0,3,1,71,3,1,2,4,1,2659,17759,1,1,13,3,3,80,1,3,2,3,3,2,0,2
0,37,0,482,1,3,689,3,5,3,0,36,3,3,3,3,1,9434,9606,1,0,15,3,3,80,1,10,2,3,10,7,7,8
0,29,0,1176,0,3,690,2,1,2,1,62,3,2,0,3,1,5561,3487,1,0,14,3,1,80,1,6,5,2,6,0,1,2
0,35,0,1017,1,6,691,4,0,2,0,82,1,2,1,4,0,6646,19368,1,0,13,3,2,80,0,17,3,3,17,11,11,8
0,33,1,1296,1,6,692,3,0,3,0,30,3,2,4,4,2,7725,5335,3,0,23,4,3,80,1,15,2,1,13,11,4,7
0,54,0,397,3,19,698,4,1,3,0,88,3,3,8,2,1,10725,6729,2,0,15,3,3,80,1,16,1,4,9,7,7,1
0,36,0,913,1,9,699,2,1,2,0,48,2,2,3,2,2,8847,13934,2,1,11,3,3,80,1,13,2,3,3,2,0,2
0,27,0,1115,1,3,700,4,1,1,0,54,2,1,1,4,0,2045,15174,0,0,13,3,4,80,0,5,0,3,4,2,1,1
1,20,0,1362,1,10,701,1,1,4,0,32,3,1,1,3,0,1009,26999,1,1,11,3,4,80,0,1,5,3,1,0,1,1
1,33,1,1076,1,3,702,3,0,1,0,70,3,1,1,1,0,3348,3164,1,1,11,3,1,80,0,10,3,3,10,8,9,7
0,35,2,727,1,3,704,3,0,3,0,41,2,1,2,3,1,1281,16900,1,0,18,3,3,80,2,1,3,3,1,0,0,0
0,23,0,885,1,4,705,3,1,1,0,58,4,1,1,1,1,2819,8544,2,0,16,3,1,80,1,5,3,4,3,2,0,2
0,25,0,810,0,8,707,3,0,4,0,57,4,2,0,2,1,4851,15678,0,0,22,4,3,80,1,4,4,3,3,2,1,2
0,38,0,243,0,7,709,4,2,4,1,46,2,2,0,4,0,4028,7791,0,0,20,4,1,80,0,8,2,3,7,7,0,5
0,29,1,806,1,1,710,4,0,2,0,76,1,1,1,4,2,2720,18959,1,0,18,3,4,80,1,10,5,3,10,7,2,8
0,48,0,817,0,2,712,1,2,2,0,56,4,2,0,2,1,8120,18597,3,0,12,3,4,80,0,12,3,3,2,2,2,2
0,27,1,1410,0,3,714,1,1,4,1,71,4,2,0,4,2,4647,16673,1,1,20,4,2,80,2,6,3,3,6,5,0,4
0,37,0,1225,1,10,715,2,0,4,0,80,4,1,1,4,0,4680,15232,3,0,17,3,1,80,0,4,2,3,1,0,0,0
0,50,0,1207,1,28,716,1,1,4,0,74,4,1,2,3,1,3221,3297,1,1,11,3,3,80,3,20,3,3,20,8,3,8
0,34,0,1442,1,9,717,3,1,4,1,46,2,3,4,2,0,8621,17654,1,0,14,3,2,80,0,9,3,4,8,7,7,7
1,24,0,693,0,3,720,2,0,1,1,65,3,2,0,3,0,4577,24785,9,0,14,3,1,80,0,4,3,3,2,2,2,0
0,39,0,408,1,2,721,4,3,4,1,80,2,2,4,3,0,4553,20978,1,0,11,3,1,80,0,20,4,3,20,7,11,10
0,32,0,929,0,10,722,3,2,4,0,55,3,2,0,4,0,5396,21703,1,0,12,3,4,80,0,10,2,2,10,7,0,8
1,50,1,562,0,8,723,2,3,2,0,50,3,2,0,3,1,6796,23452,3,1,14,3,1,80,1,18,4,3,4,3,1,3
0,38,0,827,1,1,724,4,0,2,1,33,4,2,4,4,0,7625,19383,0,0,13,3,3,80,0,10,4,2,9,7,1,8
0,27,0,608,1,1,725,2,0,3,1,68,3,3,3,1,1,7412,6009,1,0,11,3,4,80,0,9,3,3,9,7,0,7
0,32,0,1018,1,3,727,2,0,3,1,39,3,3,7,4,0,11159,19373,3,0,15,3,4,80,0,10,6,3,7,7,7,7
0,47,0,703,0,14,728,4,2,4,0,42,3,2,0,1,0,4960,11825,2,0,12,3,4,80,0,20,2,3,7,7,1,7
0,40,1,580,0,5,729,4,0,4,0,48,2,3,0,1,1,10475,23772,5,1,21,4,3,80,1,20,2,3,18,13,1,12
0,53,0,970,1,7,730,3,0,3,0,59,4,4,7,3,1,14814,13514,3,0,19,3,3,80,0,32,3,3,5,1,1,3
0,41,0,427,3,10,731,4,4,2,0,73,2,5,5,4,2,19141,8861,3,0,15,3,2,80,3,23,2,2,21,6,12,6
0,60,0,1179,0,16,732,4,2,1,0,84,3,2,0,1,0,5405,11924,8,0,14,3,4,80,0,10,1,3,2,2,2,2
0,27,1,294,1,10,733,2,0,4,0,32,3,3,3,1,2,8793,4809,1,0,21,4,3,80,2,9,4,2,9,7,1,7
0,41,0,314,3,1,734,3,4,4,0,59,2,5,5,3,1,19189,19562,1,0,12,3,2,80,1,22,3,3,22,7,2,10
0,50,0,316,0,8,738,4,2,4,0,54,3,1,6,2,1,3875,9983,7,0,15,3,4,80,1,4,2,3,2,2,2,2
1,28,0,654,1,1,741,2,0,1,1,67,1,1,1,2,0,2216,3872,7,1,13,3,4,80,0,10,4,3,7,7,3,7
0,36,2,427,1,8,742,3,0,1,1,63,4,3,7,1,1,11713,20335,9,0,14,3,1,80,1,10,2,3,8,7,0,5
0,38,0,168,1,1,743,3,0,3,1,81,3,3,3,3,0,7861,15397,4,1,14,3,4,80,0,10,4,4,1,0,0,0
0,44,2,381,1,24,744,3,1,1,0,49,1,1,2,3,0,3708,2104,2,0,14,3,3,80,0,9,5,3,5,2,1,4
0,47,1,217,0,3,746,3,1,4,1,49,3,4,0,3,2,13770,10225,9,1,12,3,4,80,2,28,2,2,22,2,11,13
0,30,0,501,0,27,747,5,2,3,0,99,3,2,0,4,2,5304,25275,7,0,23,4,4,80,1,10,2,2,8,7,7,7
0,29,0,1396,0,10,749,3,0,3,0,99,3,1,6,3,0,2642,2755,1,0,11,3,3,80,0,1,6,3,1,0,0,0
1,42,1,933,1,19,752,3,1,3,0,57,4,1,1,3,2,2759,20366,6,1,12,3,4,80,0,7,2,3,2,2,2,2
0,43,1,775,0,15,754,3,0,4,0,47,2,2,0,4,1,6804,23683,3,0,18,3,3,80,1,7,5,3,2,2,2,2
0,34,0,970,1,8,757,2,1,2,1,96,3,2,4,3,0,6142,7360,3,0,11,3,4,80,0,10,2,3,5,1,4,3
0,23,0,650,1,9,758,1,1,2,0,37,3,1,2,1,1,2500,4344,1,0,14,3,4,80,1,5,2,4,4,3,0,2
0,39,0,141,3,3,760,3,4,3,1,44,4,2,8,2,1,6389,18767,9,0,15,3,3,80,1,12,3,1,8,3,3,6
0,56,0,832,1,9,762,3,1,3,0,81,3,4,4,4,1,11103,20420,7,0,11,3,3,80,0,30,1,2,10,7,1,1
0,40,0,804,1,2,763,1,1,4,1,86,2,1,1,4,0,2342,22929,0,1,20,4,4,80,0,5,2,2,4,2,2,3
0,27,0,975,1,7,764,3,1,4,1,55,2,2,4,1,0,6811,23398,8,0,19,3,1,80,0,9,2,1,7,6,0,7
0,29,0,1090,0,10,766,3,2,4,0,83,3,1,6,2,2,2297,17967,1,0,14,3,4,80,2,2,2,3,2,2,2,2
0,53,0,346,1,6,769,3,0,4,0,86,3,2,2,4,0,2450,10919,2,0,17,3,4,80,0,19,4,3,2,2,2,2
0,35,2,1225,1,2,771,4,0,4,1,61,3,2,4,1,2,5093,4761,2,0,11,3,1,80,1,16,2,4,1,0,0,0
0,32,1,430,1,24,772,4,0,1,0,80,3,2,2,4,1,5309,21146,1,0,15,3,4,80,2,10,2,3,10,8,4,7
0,38,0,268,1,2,773,5,1,4,0,92,3,1,1,3,1,3057,20471,6,1,13,3,2,80,1,6,0,1,1,0,0,1
0,34,0,167,1,8,775,5,0,2,1,32,3,2,3,1,2,5121,4187,3,0,14,3,3,80,1,7,3,3,0,0,0,0
0,52,0,621,0,3,776,4,2,3,0,31,2,4,5,1,1,16856,10084,1,0,11,3,1,80,0,34,3,4,34,6,1,16
1,33,0,527,1,1,780,4,5,4,0,63,3,1,1,4,0,2686,5207,1,1,13,3,3,80,0,10,2,2,10,9,7,8
0,25,0,883,0,26,781,1,1,3,1,32,3,2,0,4,0,6180,22807,1,0,23,4,2,80,0,6,5,2,6,5,1,4
0,45,0,954,0,2,783,2,3,2,0,46,1,2,6,3,0,6632,12388,0,0,13,3,1,80,0,9,3,3,8,7,3,1
0,23,0,310,1,10,784,1,1,1,0,79,4,1,1,3,0,3505,19630,1,0,18,3,4,80,0,2,3,3,2,2,0,2
1,47,1,719,0,27,785,2,0,2,1,77,4,2,0,3,0,6397,10339,4,1,12,3,4,80,0,8,2,3,5,4,1,3
0,34,0,304,0,2,786,3,5,4,0,60,3,2,0,4,0,6274,18686,1,0,22,4,3,80,0,6,5,3,6,5,1,4
1,55,0,725,1,2,787,3,1,4,0,78,3,5,5,1,1,19859,21199,5,1,13,3,4,80,1,24,2,3,5,2,1,4
0,36,2,1434,0,8,789,4,0,1,0,76,2,3,0,1,0,7587,14229,1,0,15,3,2,80,0,10,1,3,10,7,0,9
0,52,2,715,1,19,791,4,1,4,0,41,3,1,1,4,1,4258,26589,0,0,18,3,1,80,1,5,3,3,4,3,1,2
0,26,1,575,1,1,792,2,0,1,1,71,1,1,2,4,2,4364,5288,3,0,14,3,1,80,1,5,2,3,2,2,2,0
0,29,0,657,1,27,793,3,1,2,1,66,3,2,4,3,1,4335,25549,4,0,12,3,1,80,1,11,3,2,8,7,1,1
1,26,0,1146,0,8,796,3,3,4,0,38,2,2,0,1,0,5326,3064,6,0,17,3,3,80,0,6,2,2,4,3,1,2
0,34,0,182,1,1,797,4,0,2,1,72,4,1,1,4,0,3280,13551,2,0,16,3,3,80,0,10,2,3,4,2,1,3
0,54,0,376,1,19,799,4,1,4,1,95,3,2,3,1,2,5485,22670,9,1,11,3,2,80,2,9,4,3,5,3,1,4
0,27,1,829,0,8,800,1,2,3,0,84,3,2,0,4,1,4342,24008,0,0,19,3,2,80,1,5,3,3,4,2,1,1
0,37,0,571,1,10,802,1,0,4,1,82,3,1,1,1,2,2782,19905,0,1,13,3,2,80,2,6,3,2,5,3,4,3
0,38,1,240,1,2,803,4,0,1,1,75,4,2,3,1,0,5980,26085,6,1,12,3,4,80,0,17,2,3,15,7,4,12
0,34,0,121,1,2,804,4,1,3,1,86,2,1,1,1,0,4381,7530,1,0,11,3,3,80,0,6,3,3,6,5,1,3
0,35,0,384,0,8,805,4,0,1,1,72,3,1,6,4,1,2572,20317,1,0,16,3,2,80,1,3,1,2,3,2,0,2
0,30,0,921,1,1,806,3,0,4,0,38,1,1,2,3,1,3833,24375,3,0,21,4,3,80,2,7,2,3,2,2,0,2
0,40,1,791,1,2,807,2,1,3,1,38,4,2,4,2,1,4244,9931,1,0,24,4,4,80,1,8,2,3,8,7,3,7
0,34,0,1111,0,8,808,2,0,3,1,93,3,2,0,1,1,6500,13305,5,0,17,3,2,80,1,6,1,3,3,2,1,2
0,42,1,570,1,8,809,3,0,2,0,66,3,5,5,4,2,18430,16225,1,0,13,3,2,80,1,24,4,2,24,7,14,9
1,23,0,1243,1,6,811,3,0,3,0,63,4,1,2,1,1,1601,3445,1,1,21,4,3,80,2,1,2,3,0,0,0,0
0,24,2,1092,1,9,812,3,0,3,0,60,2,1,2,2,2,2694,26551,1,0,11,3,3,80,3,1,4,3,1,0,0,0
0,52,0,1325,1,11,813,4,0,4,1,82,3,2,2,3,1,3149,21821,8,0,20,4,2,80,1,9,3,3,5,2,1,4
0,50,0,691,1,2,815,3,1,3,0,64,3,4,7,3,1,17639,6881,5,0,16,3,4,80,0,30,3,3,4,3,0,3
1,29,0,805,1,1,816,2,0,2,1,36,2,1,2,1,1,2319,6689,1,1,11,3,4,80,1,1,1,3,1,0,0,0
0,33,0,213,1,7,817,3,1,3,0,49,3,3,7,3,1,11691,25995,0,0,11,3,4,80,0,14,3,4,13,9,3,7
1,33,0,118,0,16,819,3,2,1,1,69,3,2,0,1,0,5324,26507,5,0,15,3,3,80,0,6,3,3,3,2,0,2
0,47,0,202,1,2,820,2,5,3,1,33,3,4,5,4,1,16752,12982,1,1,11,3,3,80,1,26,3,2,26,14,3,0
0,36,0,676,1,1,823,3,5,3,1,35,3,2,3,2,1,5228,23361,0,0,15,3,1,80,1,10,2,3,9,7,0,5
0,29,0,1252,1,23,824,2,0,3,0,81,4,1,1,3,1,2700,23779,1,0,24,4,3,80,1,10,3,3,10,7,0,7
1,58,0,286,1,2,825,4,0,4,0,31,3,5,7,2,0,19246,25761,7,1,12,3,4,80,0,40,2,3,31,15,13,8
0,35,0,1258,1,1,826,4,0,4,1,40,4,1,1,3,0,2506,13301,3,0,13,3,3,80,0,7,0,3,2,2,2,2
